Barcode number,Company,Brand,Manufacturer,Rating,Category,Criticism,Praise,Category names
,,Heinz,,F,223,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Baby Accessories
,,Pigeon,,C,223,24/100 S&P Global ESG Score,CDP Climate Change score of B,Baby Accessories
,,Pur,,?,223,none,none,Baby Accessories
,,Rite Aid,,B,223,none,4/5 for packaging performance,Baby Accessories
,,Tommee Tippee,,F,223,"Financing extreme fossil fuels, Financing cluster munitions producers, 2/20 in Social Benchmark, Managing climate risks, Insuring fossil fuels, 12.6% in Financial System Benchmark","CDP Climate Change score of B, 64/100 S&P Global ESG Score",Baby Accessories
,,Avent,,C,223,"F grade in Plastic Promises Scorecard, $1.1b CPAP foam settlement, Workers rights in China, Price fixing in France","CDP Climate Change score of A, CDP Water Security score of A, 81/100 S&P Global ESG Score, Climate policy engagement, 77.4% in conflict minerals rankings, 61/100 in TIME rankings",Baby Accessories
,,Nuby,,?,223,none,none,Baby Accessories
,,Nuk,,F,223,"32.8% in conflict minerals rankings, CDP Climate Change score of D, D grade in Plastic Promises Scorecard, 22/100 S&P Global ESG Score, CEO Pay Ratio of 274:1, JUST Capital ranking","85.1/100 in Newsweek rankings, 100% on Corporate Equality Index",Baby Accessories
,,Fisher Price,,F,223,"Supply chain practices in China, Workers rights in China, Workers rights in China, Workers rights in China, Workers rights in China, CEO Pay Ratio of 2,152:1, CDP Climate Change score of D, 48.4% in conflict minerals rankings, JUST Capital ranking, 38/100 S&P Global ESG Score, Excessive CEO pay","3/5 for packaging performance, 100% on Corporate Equality Index",Baby Accessories
,,Closer to Nature,,F,223,"Financing extreme fossil fuels, Financing cluster munitions producers, 2/20 in Social Benchmark, Managing climate risks, Insuring fossil fuels, 12.6% in Financial System Benchmark","CDP Climate Change score of B, 64/100 S&P Global ESG Score",Baby Accessories
,,Medela,,B,223,none,4/5 for packaging performance,Baby Accessories
,,CUB,,D,223,"0.75/10 in Deforestation Scorecard, 1.5/5 for plastic use, D grade in 2021 Ethical Fashion Report, No COVID Fashion Commitments, Chocolate scorecard, High free range stocking densities, Underpaying workers, Misleading conduct, Tier 5 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, Palm oil rating - WAZA, 39.1% in Human Rights Benchmark, Modern Slavery disclosure quality, 40% in Gender Benchmark, 13/20 in Social Benchmark, 42.6% in Food and Agriculture Benchmark",Baby Accessories
,,Sunspirit,,B,230,none,3/5 for packaging performance,Aromatherapy
,,InEssence,,?,230,none,none,Aromatherapy
,,Oil Garden,,?,230,none,none,Aromatherapy
,,Thursday Plantation,,D,230,Animal Testing,none,Aromatherapy
,,Perfect Potion,,B,230,none,Mostly organic products,Aromatherapy
,,Altimate,,?,231,none,none,Cones & Waffles
,,Brookdale,,D,231,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Cones & Waffles
,,Zooper Dooper,,C,237,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Ice Blocks
,,Quelch,,C,237,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Ice Blocks
,,Smooze,,B,237,none,3/5 for packaging performance,Ice Blocks
,,Sugar Free-zies,,B,237,none,4/5 for packaging performance,Ice Blocks
,,Dettol,,D,238,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Antiseptic
,,Bepanthen,,C,238,"Roundup settlements, Producing unsafe birth control pills, Bee-harming pesticides, Animal Testing, Supply chain practices in China, Palm oil rating - WAZA, $17m drug safety violation settlement, $52m environmental violations settlement, Fined for weedkiller damage, Fined $10m for using a banned pesticide","4/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 44.9% in Nature Benchmark, 56.1% in Food and Agriculture Benchmark, CDP Forests score of B, Access to Seeds Index, Access to Medicine ranking, 13/20 in Social Benchmark",Antiseptic
,,Savlon,,D,238,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Antiseptic
,,Isocol,,?,238,none,none,Antiseptic
,,Betadine,,C,238,"Palm oil rating - WAZA, 3.9% in conflict minerals rankings, Supply chain practices in China, Fined $458m over Plavix resistance risks, Fined US$25m for corruption, Fined US$12m for paying kickbacks, Fined for fraud in USA, Fined US$20m for drug overcharging","CDP Climate Change score of A-, CDP Water Security score of A-, 81/100 in TIME rankings, 100% on Corporate Equality Index, Access to Medicine ranking, 13/20 in Social Benchmark, 70/100 S&P Global ESG Score, 36.7% in Nature Benchmark, Global 100",Antiseptic
,,Medi,,D,238,Nanoparticles in baby formula,none,Antiseptic
,,Stingose,,C,238,"Epipen Lawsuits, Pollution in India, Excessive CEO pay, 30/100 S&P Global ESG Score, CEO Pay Ratio of 398:1","3/5 for packaging performance, CDP Climate Change score of B, 67% in AMR Benchmark, CDP Water Security score of B-, 76.7/100 in Newsweek rankings, 61/100 in TIME rankings",Antiseptic
,,Stop Itch,,F,238,"Palm oil rating - WAZA, Involvement with Burma, 0/20 in Social Benchmark, 2% in Financial System Benchmark, Collusion lawsuit",3/5 for packaging performance,Antiseptic
,,Thursday Plantation,,D,238,Animal Testing,none,Antiseptic
,,Elastoplast,,C,238,"Supply chain practices in China, Animal Testing, 7.5/20 in Social Benchmark, 32/100 S&P Global ESG Score, 34.2% in Forest 500 Rankings","CDP Climate Change score of A, CDP Forests score of A, Palm oil scorecard - WWF, CDP Water Security score of A, Palm oil rating - WAZA",Antiseptic
,,Bosisto's,,B,238,none,4/5 for packaging performance,Antiseptic
,,Nair,,C,239,"Animal Testing, Supply chain practices in China, Unsustainable palm oil use, Palm oil rating - WAZA, D+ grade in Plastic Promises Scorecard, 28/100 S&P Global ESG Score, $2.5m benzene settlement","4/5 for packaging performance, CDP Climate Change score of A-, Green Power Partner, 80.7/100 in Newsweek rankings, CDP Forests score of B, CDP Water Security score of B, 63/100 in TIME rankings",Hair Removal
,,Veet,,D,239,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Hair Removal
,,Nads,,B,239,none,Cruelty free company,Hair Removal
,,Marzena,,?,239,none,none,Hair Removal
,,Waxeeze,,D,239,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Hair Removal
,,caronlab,,B,239,none,Cruelty free company,Hair Removal
,,Andrea,,?,239,none,none,Hair Removal
,,Palmers,,C,239,Palm oil rating - WAZA,4/5 for packaging performance,Hair Removal
,,Dettol,,D,240,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Hand Wash/Sanitiser
,,Dove,,C,240,"Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Plastic pollution, Mercury poisoning in India, 10.7% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, Palm oil sourcing, Animal Testing, Market abuse in Italy, Tax avoidance","Certified B Corporation, 3/5 for packaging performance, Climate policy engagement, CDP Climate Change score of A-, CDP Forests score of A, Access to Nutrition rating, 50.3% in Human Rights Benchmark, CDP Water Security score of A, 15.5/20 in Social Benchmark, 81/100 S&P Global ESG Score, 67.8% in Food and Agriculture Benchmark, 52% in Nature Benchmark, 64% in Forest 500 Rankings, Palm oil rating - WAZA, B- grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 68/100 in TIME rankings, Global 100",Hand Wash/Sanitiser
,,Palmolive,,F,240,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Hand Wash/Sanitiser
,,Pure,,C,240,"Unsustainable palm oil use, Palm oil sourcing, Palm oil rating - WAZA","3/5 for packaging performance, Cruelty free company, CDP Climate Change score of B",Hand Wash/Sanitiser
,,method,,C,240,"Supply chain practices in China, 1/20 in Social Benchmark, Animal Testing, 3.6% in Nature Benchmark, 25.1% in Forest 500 Rankings, Deceptive marketing","Cruelty free and vegan company, Certified B Corporation, Palm oil rating - WAZA, CDP Climate Change score of B, Green Power Partner, B grade in Plastic Promises Scorecard, 100% on Corporate Equality Index",Hand Wash/Sanitiser
,,Milton,,?,240,none,none,Hand Wash/Sanitiser
,,Pears,,C,240,"Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Plastic pollution, Mercury poisoning in India, 10.7% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, Palm oil sourcing, Animal Testing, Market abuse in Italy, Tax avoidance","Certified B Corporation, 3/5 for packaging performance, Climate policy engagement, CDP Climate Change score of A-, CDP Forests score of A, Access to Nutrition rating, 50.3% in Human Rights Benchmark, CDP Water Security score of A, 15.5/20 in Social Benchmark, 81/100 S&P Global ESG Score, 67.8% in Food and Agriculture Benchmark, 52% in Nature Benchmark, 64% in Forest 500 Rankings, Palm oil rating - WAZA, B- grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 68/100 in TIME rankings, Global 100",Hand Wash/Sanitiser
,,Redwin,,D,240,Nanoparticles in baby formula,none,Hand Wash/Sanitiser
,,OC Naturals,,B,240,none,"4/5 for packaging performance, Palm oil rating - WAZA",Hand Wash/Sanitiser
,,ecostore,,A,240,none,"Toitu carbonzero certified, Cruelty free company, Certified B Corporation, 4/5 for packaging performance, Environmark Diamond certified, Palm oil rating - WAZA",Hand Wash/Sanitiser
,,Imperial Leather,,C,240,"Unsustainable palm oil use, Palm oil sourcing, Palm oil rating - WAZA","3/5 for packaging performance, Cruelty free company, CDP Climate Change score of B",Hand Wash/Sanitiser
,,Lifebuoy,,C,240,"Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Plastic pollution, Mercury poisoning in India, 10.7% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, Palm oil sourcing, Animal Testing, Market abuse in Italy, Tax avoidance","Certified B Corporation, 3/5 for packaging performance, Climate policy engagement, CDP Climate Change score of A-, CDP Forests score of A, Access to Nutrition rating, 50.3% in Human Rights Benchmark, CDP Water Security score of A, 15.5/20 in Social Benchmark, 81/100 S&P Global ESG Score, 67.8% in Food and Agriculture Benchmark, 52% in Nature Benchmark, 64% in Forest 500 Rankings, Palm oil rating - WAZA, B- grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 68/100 in TIME rankings, Global 100",Hand Wash/Sanitiser
,,Palmers,,C,240,Palm oil rating - WAZA,4/5 for packaging performance,Hand Wash/Sanitiser
,,Natural Instinct,,D,240,13/100 S&P Global ESG Score,none,Hand Wash/Sanitiser
,,Bathox,,?,240,none,none,Hand Wash/Sanitiser
,,Thankyou,,A,240,none,"5/5 for packaging performance, Social Traders certified, Carbon neutral company",Hand Wash/Sanitiser
,,Original Source,,C,240,"Unsustainable palm oil use, Palm oil sourcing, Palm oil rating - WAZA","3/5 for packaging performance, Cruelty free company, CDP Climate Change score of B",Hand Wash/Sanitiser
,,bx earth,,?,240,none,none,Hand Wash/Sanitiser
,,Velvet,,C,240,Misleading claims,Palm oil rating - WAZA,Hand Wash/Sanitiser
,,Aqium,,D,240,"Palm oil rating - WAZA, Misleading claims",4/5 for packaging performance,Hand Wash/Sanitiser
,,Dr Bronner's,,C,240,Palm oil rating - WAZA,"Cruelty free company, Certified B Corporation, Green Power Partner",Hand Wash/Sanitiser
,,Only Good,,?,240,none,none,Hand Wash/Sanitiser
,,Tricare,,D,240,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Hand Wash/Sanitiser
,,KOi,,D,240,"0.75/10 in Deforestation Scorecard, 1.5/5 for plastic use, D grade in 2021 Ethical Fashion Report, No COVID Fashion Commitments, Chocolate scorecard, High free range stocking densities, Underpaying workers, Misleading conduct, Tier 5 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, Palm oil rating - WAZA, 39.1% in Human Rights Benchmark, Modern Slavery disclosure quality, 40% in Gender Benchmark, 13/20 in Social Benchmark, 42.6% in Food and Agriculture Benchmark",Hand Wash/Sanitiser
,,Glow Lab,,C,240,Palm oil rating - WAZA,Cruelty free company,Hand Wash/Sanitiser
,,Unlabelled,,B,240,none,Social enterprise,Hand Wash/Sanitiser
,,Lipton,,D,241,"Joint Venture between two companies, both of which have criticisms, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Plastic pollution, Mercury poisoning in India, 10.7% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, Palm oil sourcing, Animal Testing, Market abuse in Italy, Tax avoidance, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Top 10 Corporate Criminal of 2017, 36.5% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, D grade in Keep Forests Standing report, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, Water use in India, 17/100 in KnowTheChain Benchmark, CEO Pay Ratio of 543:1","Climate policy engagement, CDP Climate Change score of A-, CDP Forests score of A, Access to Nutrition rating, 50.3% in Human Rights Benchmark, CDP Water Security score of A, 15.5/20 in Social Benchmark, 81/100 S&P Global ESG Score, 67.8% in Food and Agriculture Benchmark, 52% in Nature Benchmark, 64% in Forest 500 Rankings, Palm oil rating - WAZA, B- grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 68/100 in TIME rankings, Global 100, CDP Climate Change score of A-, 16/18 in Net Zero scorecard, Green Power Partner, CDP Water Security score of A, JUST Capital ranking, 61.2% in Forest 500 Rankings, CDP Forests score of B, Climate policy engagement, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 40.1% in Human Rights Benchmark, Access to Nutrition rating, 13.5/20 in Social Benchmark, 43.4% in Food and Agriculture Benchmark, 37.8% in Nature Benchmark",Iced Tea
